-81.43386545	160.43198567
-70.81467207	52.80974511
-69.14807501	69.91402448
-64.40901253	-66.62839429
-61.90906820	111.76070767
-61.79109703	166.75291778
-60.02197994	116.65701014
-59.39648831	-36.41688620
-58.92035639	19.96904030
-52.01881915	-146.72260342
-50.94973309	-20.47695127
-48.73649194	143.68763551
-47.87199341	17.66394789
-47.17303997	89.07251585
-46.02696260	-1.44828230
-44.78909068	-100.63657971
-40.83083465	-77.30269196
-40.79454698	-97.49861548
-39.05752193	-97.61088666
-37.27946092	171.17168204
-34.69055193	156.30695290
-33.75248738	165.34545898
-33.57436458	-113.21204343
-32.48356462	-169.50666840
-29.63754674	-174.03855678
-29.55722987	-100.34995847
-29.30486488	-6.75608981
-28.82261509	152.80287915
-28.16281922	28.48443607
-27.83034594	-17.61432077
-27.10767076	5.46617278
-24.58391503	99.70805837
-22.10798789	-109.45621885
-20.68926218	134.54449561
-16.10967511	-19.49853178
-15.69753683	-145.30707667
-15.44175858	-53.59088271
-14.70001870	114.43694918
-11.15183213	-150.16821803
-10.36040537	161.06695057
-7.01881696	19.23162447
-6.86794732	-39.03983148
-6.61964915	78.98380371
-6.07344569	113.27256545
-4.47990405	-115.13126167
-0.81937737	-69.99214641
-0.26529744	170.22950262
-0.19919491	-104.36078390
0.69617321	67.57599887
3.63134913	-154.32379913
3.65585624	-131.16761165
6.54153994	-45.96783463
6.87889462	123.28362593
7.94841010	49.07734534
12.32176534	-43.01719241
12.53663947	-14.19576133
13.05102345	23.75365100
15.54346226	-53.92235566
15.75459771	67.60460810
16.17867319	49.24887086
18.83725134	-107.22298268
19.14859530	-147.72086039
20.62905514	175.31581268
21.13776261	121.62568287
21.53827819	-13.34847185
21.87364179	-172.06506132
22.97027188	-86.32972284
25.69515727	16.15596977
25.96336187	34.05440863
26.12653124	-29.90618935
26.53558576	-123.44781814
27.05698306	147.23576208
27.42747171	165.10516101
28.13467345	-1.16853931
28.79953018	175.00269207
29.23376066	-115.46494341
32.60464280	62.71345697
32.91795614	176.04522154
33.02255240	-159.19639076
36.43816124	-124.70644538
38.45076601	81.16694718
39.90545234	-157.65781025
40.68335372	-110.88514825
41.67781146	-99.74951745
44.62414911	38.41533523
48.53560117	133.61988307
49.44355655	102.13592436
50.13925682	-143.95828167
50.26727819	66.81676310
51.24313055	-77.57733366
52.86114559	-16.35512653
59.53269083	58.59181320
60.07589183	114.15835835
62.82835984	40.58564037
63.86349360	-105.04766864
66.73119076	-17.46689892
71.62934456	-118.19750046
72.74782759	-168.04968948
76.31152440	-73.19779239
85.92793369	-84.01585406
